customer_id,cluster,segmento,fecha_segmentacion
XFC-00532,1,Estándar Presencial,2026-04-15
XFC-00533,0,Crónico Alto Valor,2026-04-15
XFC-00534,0,Crónico Alto Valor,2026-04-15
XFC-00535,4,Crónico en Riesgo,2026-04-15
XFC-00536,3,Frecuente Digital,2026-04-15
XFC-00537,1,Estándar Presencial,2026-04-15
XFC-00538,1,Estándar Presencial,2026-04-15
XFC-00539,4,Crónico en Riesgo,2026-04-15
XFC-00540,3,Frecuente Digital,2026-04-15
XFC-00541,0,Crónico Alto Valor,2026-04-15
XFC-00542,2,Esporádico / Inactivo,2026-04-15
XFC-00543,4,Crónico en Riesgo,2026-04-15
XFC-00544,1,Estándar Presencial,2026-04-15
XFC-00545,1,Estándar Presencial,2026-04-15
XFC-00546,0,Crónico Alto Valor,2026-04-15
XFC-00547,1,Estándar Presencial,2026-04-15
XFC-00548,4,Crónico en Riesgo,2026-04-15
XFC-00549,4,Crónico en Riesgo,2026-04-15
XFC-00550,0,Crónico Alto Valor,2026-04-15
XFC-00551,4,Crónico en Riesgo,2026-04-15
XFC-00552,4,Crónico en Riesgo,2026-04-15
XFC-00553,1,Estándar Presencial,2026-04-15
XFC-00554,1,Estándar Presencial,2026-04-15
XFC-00555,3,Frecuente Digital,2026-04-15
XFC-00556,1,Estándar Presencial,2026-04-15
XFC-00557,0,Crónico Alto Valor,2026-04-15
XFC-00558,1,Estándar Presencial,2026-04-15
XFC-00559,1,Estándar Presencial,2026-04-15
XFC-00560,1,Estándar Presencial,2026-04-15
XFC-00561,1,Estándar Presencial,2026-04-15
XFC-00562,1,Estándar Presencial,2026-04-15
XFC-00563,1,Estándar Presencial,2026-04-15
XFC-00564,4,Crónico en Riesgo,2026-04-15
XFC-00565,3,Frecuente Digital,2026-04-15
XFC-00566,0,Crónico Alto Valor,2026-04-15
XFC-00567,4,Crónico en Riesgo,2026-04-15
XFC-00568,0,Crónico Alto Valor,2026-04-15
XFC-00569,0,Crónico Alto Valor,2026-04-15
XFC-00570,1,Estándar Presencial,2026-04-15
XFC-00571,3,Frecuente Digital,2026-04-15
XFC-00572,1,Estándar Presencial,2026-04-15
XFC-00573,4,Crónico en Riesgo,2026-04-15
XFC-00574,3,Frecuente Digital,2026-04-15
XFC-00575,2,Esporádico / Inactivo,2026-04-15
XFC-00576,4,Crónico en Riesgo,2026-04-15
XFC-00577,1,Estándar Presencial,2026-04-15
XFC-00578,1,Estándar Presencial,2026-04-15
XFC-00579,0,Crónico Alto Valor,2026-04-15
XFC-00580,2,Esporádico / Inactivo,2026-04-15
XFC-00581,1,Estándar Presencial,2026-04-15
XFC-00582,1,Estándar Presencial,2026-04-15
XFC-00583,1,Estándar Presencial,2026-04-15
XFC-00584,1,Estándar Presencial,2026-04-15
XFC-00585,0,Crónico Alto Valor,2026-04-15
XFC-00586,1,Estándar Presencial,2026-04-15
XFC-00587,1,Estándar Presencial,2026-04-15
XFC-00588,0,Crónico Alto Valor,2026-04-15
XFC-00589,3,Frecuente Digital,2026-04-15
XFC-00590,2,Esporádico / Inactivo,2026-04-15
XFC-00591,2,Esporádico / Inactivo,2026-04-15
XFC-00592,1,Estándar Presencial,2026-04-15
XFC-00593,4,Crónico en Riesgo,2026-04-15
XFC-00594,2,Esporádico / Inactivo,2026-04-15
XFC-00595,0,Crónico Alto Valor,2026-04-15
XFC-00596,1,Estándar Presencial,2026-04-15
XFC-00597,3,Frecuente Digital,2026-04-15
XFC-00598,4,Crónico en Riesgo,2026-04-15
XFC-00599,2,Esporádico / Inactivo,2026-04-15
XFC-00600,1,Estándar Presencial,2026-04-15
XFC-00601,2,Esporádico / Inactivo,2026-04-15
XFC-00602,1,Estándar Presencial,2026-04-15
XFC-00603,0,Crónico Alto Valor,2026-04-15
XFC-00604,0,Crónico Alto Valor,2026-04-15
XFC-00605,0,Crónico Alto Valor,2026-04-15
XFC-00606,2,Esporádico / Inactivo,2026-04-15
XFC-00607,2,Esporádico / Inactivo,2026-04-15
XFC-00608,4,Crónico en Riesgo,2026-04-15
XFC-00609,0,Crónico Alto Valor,2026-04-15
XFC-00610,4,Crónico en Riesgo,2026-04-15
XFC-00611,3,Frecuente Digital,2026-04-15
XFC-00612,1,Estándar Presencial,2026-04-15
XFC-00613,1,Estándar Presencial,2026-04-15
XFC-00614,2,Esporádico / Inactivo,2026-04-15
XFC-00615,4,Crónico en Riesgo,2026-04-15
XFC-00616,1,Estándar Presencial,2026-04-15
XFC-00617,1,Estándar Presencial,2026-04-15
XFC-00618,0,Crónico Alto Valor,2026-04-15
XFC-00619,3,Frecuente Digital,2026-04-15
XFC-00620,1,Estándar Presencial,2026-04-15
XFC-00621,3,Frecuente Digital,2026-04-15
XFC-00622,1,Estándar Presencial,2026-04-15
XFC-00623,0,Crónico Alto Valor,2026-04-15
XFC-00624,2,Esporádico / Inactivo,2026-04-15
XFC-00625,1,Estándar Presencial,2026-04-15
XFC-00626,0,Crónico Alto Valor,2026-04-15
XFC-00627,2,Esporádico / Inactivo,2026-04-15
XFC-00628,0,Crónico Alto Valor,2026-04-15
XFC-00629,0,Crónico Alto Valor,2026-04-15
XFC-00630,1,Estándar Presencial,2026-04-15
XFC-00631,3,Frecuente Digital,2026-04-15
XFC-00632,1,Estándar Presencial,2026-04-15
XFC-00633,0,Crónico Alto Valor,2026-04-15
XFC-00634,0,Crónico Alto Valor,2026-04-15
XFC-00635,1,Estándar Presencial,2026-04-15
XFC-00636,4,Crónico en Riesgo,2026-04-15
XFC-00637,3,Frecuente Digital,2026-04-15
XFC-00638,4,Crónico en Riesgo,2026-04-15
XFC-00639,1,Estándar Presencial,2026-04-15
XFC-00640,2,Esporádico / Inactivo,2026-04-15
XFC-00641,3,Frecuente Digital,2026-04-15
XFC-00642,4,Crónico en Riesgo,2026-04-15
XFC-00643,4,Crónico en Riesgo,2026-04-15
XFC-00644,4,Crónico en Riesgo,2026-04-15
XFC-00645,1,Estándar Presencial,2026-04-15
XFC-00646,2,Esporádico / Inactivo,2026-04-15
XFC-00647,0,Crónico Alto Valor,2026-04-15
XFC-00648,0,Crónico Alto Valor,2026-04-15
XFC-00649,2,Esporádico / Inactivo,2026-04-15
XFC-00650,1,Estándar Presencial,2026-04-15
XFC-00651,1,Estándar Presencial,2026-04-15
XFC-00652,1,Estándar Presencial,2026-04-15
XFC-00653,4,Crónico en Riesgo,2026-04-15
XFC-00654,4,Crónico en Riesgo,2026-04-15
XFC-00655,1,Estándar Presencial,2026-04-15
XFC-00656,4,Crónico en Riesgo,2026-04-15
XFC-00657,4,Crónico en Riesgo,2026-04-15
XFC-00658,1,Estándar Presencial,2026-04-15
XFC-00659,4,Crónico en Riesgo,2026-04-15
XFC-00660,1,Estándar Presencial,2026-04-15
XFC-00661,0,Crónico Alto Valor,2026-04-15
XFC-00662,4,Crónico en Riesgo,2026-04-15
XFC-00663,0,Crónico Alto Valor,2026-04-15
XFC-00664,4,Crónico en Riesgo,2026-04-15
XFC-00665,1,Estándar Presencial,2026-04-15
XFC-00666,4,Crónico en Riesgo,2026-04-15
XFC-00667,1,Estándar Presencial,2026-04-15
XFC-00668,4,Crónico en Riesgo,2026-04-15
XFC-00669,2,Esporádico / Inactivo,2026-04-15
XFC-00670,2,Esporádico / Inactivo,2026-04-15
XFC-00671,0,Crónico Alto Valor,2026-04-15
XFC-00672,0,Crónico Alto Valor,2026-04-15
XFC-00673,1,Estándar Presencial,2026-04-15
XFC-00674,1,Estándar Presencial,2026-04-15
XFC-00675,4,Crónico en Riesgo,2026-04-15
XFC-00676,1,Estándar Presencial,2026-04-15
XFC-00677,2,Esporádico / Inactivo,2026-04-15
XFC-00678,4,Crónico en Riesgo,2026-04-15
XFC-00679,2,Esporádico / Inactivo,2026-04-15
XFC-00680,1,Estándar Presencial,2026-04-15
XFC-00681,2,Esporádico / Inactivo,2026-04-15
XFC-00682,1,Estándar Presencial,2026-04-15
XFC-00683,3,Frecuente Digital,2026-04-15
XFC-00684,2,Esporádico / Inactivo,2026-04-15
XFC-00685,0,Crónico Alto Valor,2026-04-15
XFC-00686,2,Esporádico / Inactivo,2026-04-15
XFC-00687,3,Frecuente Digital,2026-04-15
XFC-00688,4,Crónico en Riesgo,2026-04-15
XFC-00689,4,Crónico en Riesgo,2026-04-15
XFC-00690,3,Frecuente Digital,2026-04-15
XFC-00691,4,Crónico en Riesgo,2026-04-15
XFC-00692,4,Crónico en Riesgo,2026-04-15
XFC-00693,1,Estándar Presencial,2026-04-15
XFC-00694,2,Esporádico / Inactivo,2026-04-15
XFC-00695,4,Crónico en Riesgo,2026-04-15
XFC-00696,0,Crónico Alto Valor,2026-04-15
XFC-00697,0,Crónico Alto Valor,2026-04-15
XFC-00698,2,Esporádico / Inactivo,2026-04-15
XFC-00699,3,Frecuente Digital,2026-04-15
XFC-00700,2,Esporádico / Inactivo,2026-04-15
XFC-00701,0,Crónico Alto Valor,2026-04-15
XFC-00702,1,Estándar Presencial,2026-04-15
XFC-00703,2,Esporádico / Inactivo,2026-04-15
XFC-00704,4,Crónico en Riesgo,2026-04-15
XFC-00705,3,Frecuente Digital,2026-04-15
XFC-00706,3,Frecuente Digital,2026-04-15
XFC-00707,0,Crónico Alto Valor,2026-04-15
XFC-00708,1,Estándar Presencial,2026-04-15
XFC-00709,0,Crónico Alto Valor,2026-04-15
XFC-00710,0,Crónico Alto Valor,2026-04-15
XFC-00711,2,Esporádico / Inactivo,2026-04-15
XFC-00712,1,Estándar Presencial,2026-04-15
XFC-00713,0,Crónico Alto Valor,2026-04-15
XFC-00714,3,Frecuente Digital,2026-04-15
XFC-00715,1,Estándar Presencial,2026-04-15
XFC-00716,1,Estándar Presencial,2026-04-15
XFC-00717,1,Estándar Presencial,2026-04-15
XFC-00718,1,Estándar Presencial,2026-04-15
XFC-00719,4,Crónico en Riesgo,2026-04-15
XFC-00720,4,Crónico en Riesgo,2026-04-15
XFC-00721,4,Crónico en Riesgo,2026-04-15
XFC-00722,3,Frecuente Digital,2026-04-15
XFC-00723,1,Estándar Presencial,2026-04-15
XFC-00724,1,Estándar Presencial,2026-04-15
XFC-00725,2,Esporádico / Inactivo,2026-04-15
XFC-00726,4,Crónico en Riesgo,2026-04-15
XFC-00727,1,Estándar Presencial,2026-04-15
XFC-00728,4,Crónico en Riesgo,2026-04-15
XFC-00729,3,Frecuente Digital,2026-04-15
XFC-00730,2,Esporádico / Inactivo,2026-04-15
XFC-00731,1,Estándar Presencial,2026-04-15
XFC-00732,4,Crónico en Riesgo,2026-04-15
XFC-00733,2,Esporádico / Inactivo,2026-04-15
XFC-00734,4,Crónico en Riesgo,2026-04-15
XFC-00735,2,Esporádico / Inactivo,2026-04-15
XFC-00736,0,Crónico Alto Valor,2026-04-15
XFC-00737,3,Frecuente Digital,2026-04-15
XFC-00738,1,Estándar Presencial,2026-04-15
XFC-00739,2,Esporádico / Inactivo,2026-04-15
XFC-00740,1,Estándar Presencial,2026-04-15
XFC-00741,4,Crónico en Riesgo,2026-04-15
XFC-00742,1,Estándar Presencial,2026-04-15
XFC-00743,1,Estándar Presencial,2026-04-15
XFC-00744,3,Frecuente Digital,2026-04-15
XFC-00745,2,Esporádico / Inactivo,2026-04-15
XFC-00746,4,Crónico en Riesgo,2026-04-15
XFC-00747,0,Crónico Alto Valor,2026-04-15
XFC-00748,4,Crónico en Riesgo,2026-04-15
XFC-00749,1,Estándar Presencial,2026-04-15
XFC-00750,2,Esporádico / Inactivo,2026-04-15
XFC-00751,0,Crónico Alto Valor,2026-04-15
XFC-00752,1,Estándar Presencial,2026-04-15
XFC-00753,0,Crónico Alto Valor,2026-04-15
XFC-00754,4,Crónico en Riesgo,2026-04-15
XFC-00755,0,Crónico Alto Valor,2026-04-15
XFC-00756,0,Crónico Alto Valor,2026-04-15
XFC-00757,0,Crónico Alto Valor,2026-04-15
XFC-00758,0,Crónico Alto Valor,2026-04-15
XFC-00759,3,Frecuente Digital,2026-04-15
XFC-00760,2,Esporádico / Inactivo,2026-04-15
XFC-00761,1,Estándar Presencial,2026-04-15
XFC-00762,1,Estándar Presencial,2026-04-15
XFC-00763,1,Estándar Presencial,2026-04-15
XFC-00764,4,Crónico en Riesgo,2026-04-15
XFC-00765,2,Esporádico / Inactivo,2026-04-15
XFC-00766,3,Frecuente Digital,2026-04-15
XFC-00767,3,Frecuente Digital,2026-04-15
XFC-00768,1,Estándar Presencial,2026-04-15
XFC-00769,1,Estándar Presencial,2026-04-15
XFC-00770,1,Estándar Presencial,2026-04-15
XFC-00771,1,Estándar Presencial,2026-04-15
XFC-00772,2,Esporádico / Inactivo,2026-04-15
XFC-00773,4,Crónico en Riesgo,2026-04-15
XFC-00774,1,Estándar Presencial,2026-04-15
XFC-00775,3,Frecuente Digital,2026-04-15
XFC-00776,2,Esporádico / Inactivo,2026-04-15
XFC-00777,0,Crónico Alto Valor,2026-04-15
XFC-00778,2,Esporádico / Inactivo,2026-04-15
XFC-00779,4,Crónico en Riesgo,2026-04-15
XFC-00780,1,Estándar Presencial,2026-04-15
XFC-00781,2,Esporádico / Inactivo,2026-04-15
XFC-00782,1,Estándar Presencial,2026-04-15
XFC-00783,4,Crónico en Riesgo,2026-04-15
XFC-00784,1,Estándar Presencial,2026-04-15
XFC-00785,1,Estándar Presencial,2026-04-15
XFC-00786,1,Estándar Presencial,2026-04-15
XFC-00787,0,Crónico Alto Valor,2026-04-15
XFC-00788,0,Crónico Alto Valor,2026-04-15
XFC-00789,1,Estándar Presencial,2026-04-15
XFC-00790,2,Esporádico / Inactivo,2026-04-15
XFC-00791,3,Frecuente Digital,2026-04-15
XFC-00792,1,Estándar Presencial,2026-04-15
XFC-00793,4,Crónico en Riesgo,2026-04-15
XFC-00794,1,Estándar Presencial,2026-04-15
XFC-00795,3,Frecuente Digital,2026-04-15
XFC-00796,1,Estándar Presencial,2026-04-15
XFC-00797,0,Crónico Alto Valor,2026-04-15
XFC-00798,1,Estándar Presencial,2026-04-15
XFC-00799,1,Estándar Presencial,2026-04-15
XFC-00800,1,Estándar Presencial,2026-04-15
XFC-00801,1,Estándar Presencial,2026-04-15
XFC-00802,0,Crónico Alto Valor,2026-04-15
XFC-00803,1,Estándar Presencial,2026-04-15
XFC-00804,0,Crónico Alto Valor,2026-04-15
XFC-00805,1,Estándar Presencial,2026-04-15
XFC-00806,1,Estándar Presencial,2026-04-15
XFC-00807,3,Frecuente Digital,2026-04-15
XFC-00808,2,Esporádico / Inactivo,2026-04-15
XFC-00809,1,Estándar Presencial,2026-04-15
XFC-00810,0,Crónico Alto Valor,2026-04-15
XFC-00811,1,Estándar Presencial,2026-04-15
XFC-00812,1,Estándar Presencial,2026-04-15
XFC-00813,3,Frecuente Digital,2026-04-15
XFC-00814,1,Estándar Presencial,2026-04-15
XFC-00815,0,Crónico Alto Valor,2026-04-15
XFC-00816,4,Crónico en Riesgo,2026-04-15
XFC-00817,4,Crónico en Riesgo,2026-04-15
XFC-00818,4,Crónico en Riesgo,2026-04-15
XFC-00819,1,Estándar Presencial,2026-04-15
XFC-00820,0,Crónico Alto Valor,2026-04-15
XFC-00821,1,Estándar Presencial,2026-04-15
XFC-00822,4,Crónico en Riesgo,2026-04-15
XFC-00823,2,Esporádico / Inactivo,2026-04-15
XFC-00824,1,Estándar Presencial,2026-04-15
XFC-00825,3,Frecuente Digital,2026-04-15
XFC-00826,1,Estándar Presencial,2026-04-15
XFC-00827,4,Crónico en Riesgo,2026-04-15
XFC-00828,1,Estándar Presencial,2026-04-15
XFC-00829,2,Esporádico / Inactivo,2026-04-15
XFC-00830,2,Esporádico / Inactivo,2026-04-15
XFC-00831,2,Esporádico / Inactivo,2026-04-15
XFC-00832,4,Crónico en Riesgo,2026-04-15
XFC-00833,0,Crónico Alto Valor,2026-04-15
XFC-00834,0,Crónico Alto Valor,2026-04-15
XFC-00835,1,Estándar Presencial,2026-04-15
XFC-00836,4,Crónico en Riesgo,2026-04-15
XFC-00837,4,Crónico en Riesgo,2026-04-15
XFC-00838,3,Frecuente Digital,2026-04-15
XFC-00839,4,Crónico en Riesgo,2026-04-15
XFC-00840,0,Crónico Alto Valor,2026-04-15
XFC-00841,0,Crónico Alto Valor,2026-04-15
XFC-00842,0,Crónico Alto Valor,2026-04-15
XFC-00843,1,Estándar Presencial,2026-04-15
XFC-00844,4,Crónico en Riesgo,2026-04-15
XFC-00845,2,Esporádico / Inactivo,2026-04-15
XFC-00846,1,Estándar Presencial,2026-04-15
XFC-00847,1,Estándar Presencial,2026-04-15
XFC-00848,1,Estándar Presencial,2026-04-15
XFC-00849,4,Crónico en Riesgo,2026-04-15
XFC-00850,2,Esporádico / Inactivo,2026-04-15
XFC-00851,4,Crónico en Riesgo,2026-04-15
XFC-00852,2,Esporádico / Inactivo,2026-04-15
XFC-00853,4,Crónico en Riesgo,2026-04-15
XFC-00854,4,Crónico en Riesgo,2026-04-15
XFC-00855,3,Frecuente Digital,2026-04-15
XFC-00856,2,Esporádico / Inactivo,2026-04-15
XFC-00857,1,Estándar Presencial,2026-04-15
XFC-00858,3,Frecuente Digital,2026-04-15
XFC-00859,2,Esporádico / Inactivo,2026-04-15
XFC-00860,3,Frecuente Digital,2026-04-15
XFC-00861,4,Crónico en Riesgo,2026-04-15
XFC-00862,1,Estándar Presencial,2026-04-15
XFC-00863,1,Estándar Presencial,2026-04-15
XFC-00864,4,Crónico en Riesgo,2026-04-15
XFC-00865,0,Crónico Alto Valor,2026-04-15
XFC-00866,1,Estándar Presencial,2026-04-15
XFC-00867,4,Crónico en Riesgo,2026-04-15
XFC-00868,1,Estándar Presencial,2026-04-15
XFC-00869,3,Frecuente Digital,2026-04-15
XFC-00870,4,Crónico en Riesgo,2026-04-15
XFC-00871,2,Esporádico / Inactivo,2026-04-15
XFC-00872,2,Esporádico / Inactivo,2026-04-15
XFC-00873,4,Crónico en Riesgo,2026-04-15
XFC-00874,1,Estándar Presencial,2026-04-15
XFC-00875,4,Crónico en Riesgo,2026-04-15
XFC-00876,4,Crónico en Riesgo,2026-04-15
XFC-00877,2,Esporádico / Inactivo,2026-04-15
XFC-00878,0,Crónico Alto Valor,2026-04-15
XFC-00879,0,Crónico Alto Valor,2026-04-15
XFC-00880,0,Crónico Alto Valor,2026-04-15
XFC-00881,4,Crónico en Riesgo,2026-04-15
XFC-00882,2,Esporádico / Inactivo,2026-04-15
XFC-00883,2,Esporádico / Inactivo,2026-04-15
XFC-00884,0,Crónico Alto Valor,2026-04-15
XFC-00885,0,Crónico Alto Valor,2026-04-15
XFC-00886,2,Esporádico / Inactivo,2026-04-15
XFC-00887,1,Estándar Presencial,2026-04-15
XFC-00888,1,Estándar Presencial,2026-04-15
XFC-00889,1,Estándar Presencial,2026-04-15
XFC-00890,2,Esporádico / Inactivo,2026-04-15
XFC-00891,1,Estándar Presencial,2026-04-15
XFC-00892,0,Crónico Alto Valor,2026-04-15
XFC-00893,3,Frecuente Digital,2026-04-15
XFC-00894,4,Crónico en Riesgo,2026-04-15
XFC-00895,1,Estándar Presencial,2026-04-15
XFC-00896,2,Esporádico / Inactivo,2026-04-15
XFC-00897,1,Estándar Presencial,2026-04-15
XFC-00898,4,Crónico en Riesgo,2026-04-15
XFC-00899,3,Frecuente Digital,2026-04-15
XFC-00900,0,Crónico Alto Valor,2026-04-15
XFC-00901,0,Crónico Alto Valor,2026-04-15
XFC-00902,1,Estándar Presencial,2026-04-15
XFC-00903,0,Crónico Alto Valor,2026-04-15
XFC-00904,1,Estándar Presencial,2026-04-15
XFC-00905,2,Esporádico / Inactivo,2026-04-15
XFC-00906,3,Frecuente Digital,2026-04-15
XFC-00907,1,Estándar Presencial,2026-04-15
XFC-00908,0,Crónico Alto Valor,2026-04-15
XFC-00909,2,Esporádico / Inactivo,2026-04-15
XFC-00910,3,Frecuente Digital,2026-04-15
XFC-00911,2,Esporádico / Inactivo,2026-04-15
XFC-00912,4,Crónico en Riesgo,2026-04-15
XFC-00913,2,Esporádico / Inactivo,2026-04-15
XFC-00914,2,Esporádico / Inactivo,2026-04-15
XFC-00915,1,Estándar Presencial,2026-04-15
XFC-00916,4,Crónico en Riesgo,2026-04-15
XFC-00917,3,Frecuente Digital,2026-04-15
XFC-00918,2,Esporádico / Inactivo,2026-04-15
XFC-00919,1,Estándar Presencial,2026-04-15
XFC-00920,0,Crónico Alto Valor,2026-04-15
XFC-00921,1,Estándar Presencial,2026-04-15
XFC-00922,4,Crónico en Riesgo,2026-04-15
XFC-00923,2,Esporádico / Inactivo,2026-04-15
XFC-00924,1,Estándar Presencial,2026-04-15
XFC-00925,4,Crónico en Riesgo,2026-04-15
XFC-00926,1,Estándar Presencial,2026-04-15
XFC-00927,1,Estándar Presencial,2026-04-15
XFC-00928,0,Crónico Alto Valor,2026-04-15
XFC-00929,1,Estándar Presencial,2026-04-15
XFC-00930,2,Esporádico / Inactivo,2026-04-15
XFC-00931,3,Frecuente Digital,2026-04-15
XFC-00932,4,Crónico en Riesgo,2026-04-15
XFC-00933,1,Estándar Presencial,2026-04-15
XFC-00934,4,Crónico en Riesgo,2026-04-15
XFC-00935,0,Crónico Alto Valor,2026-04-15
XFC-00936,4,Crónico en Riesgo,2026-04-15
XFC-00937,1,Estándar Presencial,2026-04-15
XFC-00938,1,Estándar Presencial,2026-04-15
XFC-00939,3,Frecuente Digital,2026-04-15
XFC-00940,2,Esporádico / Inactivo,2026-04-15
XFC-00941,1,Estándar Presencial,2026-04-15
XFC-00942,1,Estándar Presencial,2026-04-15
XFC-00943,3,Frecuente Digital,2026-04-15
XFC-00944,1,Estándar Presencial,2026-04-15
XFC-00945,3,Frecuente Digital,2026-04-15
XFC-00946,2,Esporádico / Inactivo,2026-04-15
XFC-00947,2,Esporádico / Inactivo,2026-04-15
XFC-00948,0,Crónico Alto Valor,2026-04-15
XFC-00949,2,Esporádico / Inactivo,2026-04-15
XFC-00950,4,Crónico en Riesgo,2026-04-15
XFC-00951,1,Estándar Presencial,2026-04-15
XFC-00952,1,Estándar Presencial,2026-04-15
XFC-00953,4,Crónico en Riesgo,2026-04-15
XFC-00954,0,Crónico Alto Valor,2026-04-15
XFC-00955,2,Esporádico / Inactivo,2026-04-15
XFC-00956,1,Estándar Presencial,2026-04-15
XFC-00957,2,Esporádico / Inactivo,2026-04-15
XFC-00958,4,Crónico en Riesgo,2026-04-15
XFC-00959,2,Esporádico / Inactivo,2026-04-15
XFC-00960,2,Esporádico / Inactivo,2026-04-15
XFC-00961,3,Frecuente Digital,2026-04-15
XFC-00962,1,Estándar Presencial,2026-04-15
XFC-00963,1,Estándar Presencial,2026-04-15
XFC-00964,3,Frecuente Digital,2026-04-15
XFC-00965,1,Estándar Presencial,2026-04-15
XFC-00966,0,Crónico Alto Valor,2026-04-15
XFC-00967,0,Crónico Alto Valor,2026-04-15
XFC-00968,3,Frecuente Digital,2026-04-15
XFC-00969,4,Crónico en Riesgo,2026-04-15
XFC-00970,3,Frecuente Digital,2026-04-15
XFC-00971,2,Esporádico / Inactivo,2026-04-15
XFC-00972,0,Crónico Alto Valor,2026-04-15
XFC-00973,3,Frecuente Digital,2026-04-15
XFC-00974,3,Frecuente Digital,2026-04-15
XFC-00975,2,Esporádico / Inactivo,2026-04-15
XFC-00976,1,Estándar Presencial,2026-04-15
XFC-00977,1,Estándar Presencial,2026-04-15
XFC-00978,1,Estándar Presencial,2026-04-15
XFC-00979,4,Crónico en Riesgo,2026-04-15
XFC-00980,1,Estándar Presencial,2026-04-15
XFC-00981,1,Estándar Presencial,2026-04-15
XFC-00982,3,Frecuente Digital,2026-04-15
XFC-00983,0,Crónico Alto Valor,2026-04-15
XFC-00984,1,Estándar Presencial,2026-04-15
XFC-00985,4,Crónico en Riesgo,2026-04-15
XFC-00986,4,Crónico en Riesgo,2026-04-15
XFC-00987,0,Crónico Alto Valor,2026-04-15
XFC-00988,1,Estándar Presencial,2026-04-15
XFC-00989,1,Estándar Presencial,2026-04-15
XFC-00990,4,Crónico en Riesgo,2026-04-15
XFC-00991,1,Estándar Presencial,2026-04-15
XFC-00992,4,Crónico en Riesgo,2026-04-15
XFC-00993,2,Esporádico / Inactivo,2026-04-15
XFC-00994,2,Esporádico / Inactivo,2026-04-15
XFC-00995,2,Esporádico / Inactivo,2026-04-15
XFC-00996,1,Estándar Presencial,2026-04-15
XFC-00997,0,Crónico Alto Valor,2026-04-15
XFC-00998,4,Crónico en Riesgo,2026-04-15
XFC-00999,2,Esporádico / Inactivo,2026-04-15
XFC-01000,4,Crónico en Riesgo,2026-04-15
XFC-01001,1,Estándar Presencial,2026-04-15
XFC-01002,4,Crónico en Riesgo,2026-04-15
XFC-01003,3,Frecuente Digital,2026-04-15
XFC-01004,2,Esporádico / Inactivo,2026-04-15
XFC-01005,1,Estándar Presencial,2026-04-15
XFC-01006,4,Crónico en Riesgo,2026-04-15
XFC-01007,2,Esporádico / Inactivo,2026-04-15
XFC-01008,2,Esporádico / Inactivo,2026-04-15
XFC-01009,0,Crónico Alto Valor,2026-04-15
XFC-01010,4,Crónico en Riesgo,2026-04-15
