customer_id,score_margen,score_ingreso,score_frecuencia,score_programa,score_adherencia,indice_priorizacion,categoria_valor,clv_24m,fecha_calculo
XFC-00290,0.19,0.19,4.62,0,50.0,15.78,Valor Bajo,0.0,2026-04-15
XFC-00291,3.06,2.58,9.25,50,50.0,22.67,Valor Bajo,0.0,2026-04-15
XFC-00292,35.88,37.97,30.12,75,88.01,54.98,Valor Medio,6502.0,2026-04-15
XFC-00293,0.05,0.08,8.12,0,50.0,16.25,Valor Bajo,0.0,2026-04-15
XFC-00294,7.68,6.61,11.62,0,50.0,19.98,Valor Bajo,0.0,2026-04-15
XFC-00295,3.63,1.32,2.12,25,50.0,18.99,Valor Bajo,0.0,2026-04-15
XFC-00296,0.31,0.3,1.38,0,50.0,15.34,Valor Bajo,0.0,2026-04-15
XFC-00297,0.25,0.27,0.5,100,50.0,25.19,Valor Bajo,0.0,2026-04-15
XFC-00298,4.53,3.76,7.5,0,50.0,18.01,Valor Bajo,0.0,2026-04-15
XFC-00299,38.97,39.31,28.12,25,76.38,47.24,Valor Medio,2427.0,2026-04-15
XFC-00300,3.86,2.8,4.0,0,50.0,17.12,Valor Bajo,0.0,2026-04-15
XFC-00301,0.52,0.44,1.38,0,50.0,15.42,Valor Bajo,0.0,2026-04-15
XFC-00302,20.7,15.53,25.87,25,85.13,40.2,Valor Medio,2713.0,2026-04-15
XFC-00303,2.31,1.84,4.62,0,50.0,16.64,Valor Bajo,0.0,2026-04-15
XFC-00304,2.61,2.39,4.75,0,50.0,16.84,Valor Bajo,0.0,2026-04-15
XFC-00305,1.56,0.88,1.75,75,50.0,23.33,Valor Bajo,0.0,2026-04-15
XFC-00306,36.3,33.33,25.37,25,82.97,46.94,Valor Medio,2923.0,2026-04-15
XFC-00307,0.14,0.16,0.62,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-00308,0.6,0.53,1.88,0,50.0,15.54,Valor Bajo,0.0,2026-04-15
XFC-00309,0.73,0.66,3.12,25,50.0,18.28,Valor Bajo,0.0,2026-04-15
XFC-00310,3.97,2.8,17.75,50,92.06,36.83,Valor Medio,2862.0,2026-04-15
XFC-00311,8.3,6.95,12.38,0,50.0,20.32,Valor Bajo,0.0,2026-04-15
XFC-00312,0.43,0.0,0.0,50,50.0,20.11,Valor Bajo,0.0,2026-04-15
XFC-00313,0.09,0.12,1.62,0,50.0,15.29,Valor Bajo,0.0,2026-04-15
XFC-00314,28.95,25.4,33.25,50,75.44,44.94,Valor Medio,1663.0,2026-04-15
XFC-00315,0.29,0.26,2.62,0,50.0,15.52,Valor Bajo,0.0,2026-04-15
XFC-00316,8.93,7.79,12.5,50,50.0,25.67,Valor Bajo,0.0,2026-04-15
XFC-00317,2.7,2.32,8.62,0,50.0,17.43,Valor Bajo,0.0,2026-04-15
XFC-00318,4.76,3.53,15.88,50,50.0,24.28,Valor Bajo,0.0,2026-04-15
XFC-00319,1.21,0.99,6.25,0,50.0,16.44,Valor Bajo,0.0,2026-04-15
XFC-00320,1.52,1.39,3.88,100,50.0,26.24,Valor Bajo,0.0,2026-04-15
XFC-00321,12.04,9.39,11.75,0,50.0,21.65,Valor Bajo,0.0,2026-04-15
XFC-00322,5.24,4.43,7.0,0,50.0,18.25,Valor Bajo,0.0,2026-04-15
XFC-00323,0.66,0.57,8.5,25,50.0,19.05,Valor Bajo,0.0,2026-04-15
XFC-00324,0.05,0.08,1.25,0,50.0,15.22,Valor Bajo,0.0,2026-04-15
XFC-00325,0.07,0.1,0.5,0,50.0,15.11,Valor Bajo,0.0,2026-04-15
XFC-00326,4.99,3.59,9.75,0,50.0,18.43,Valor Bajo,0.0,2026-04-15
XFC-00327,7.5,6.52,9.5,0,50.0,19.6,Valor Bajo,0.0,2026-04-15
XFC-00328,1.6,1.41,2.88,0,50.0,16.11,Valor Bajo,0.0,2026-04-15
XFC-00329,17.93,15.93,24.62,25,67.06,33.98,Valor Bajo,837.0,2026-04-15
XFC-00330,4.25,3.67,7.75,75,50.0,25.46,Valor Bajo,0.0,2026-04-15
XFC-00331,1.76,1.57,7.75,0,50.0,16.92,Valor Bajo,0.0,2026-04-15
XFC-00332,4.34,3.63,5.25,0,50.0,17.6,Valor Bajo,0.0,2026-04-15
XFC-00333,2.19,1.84,4.12,50,50.0,21.53,Valor Bajo,0.0,2026-04-15
XFC-00334,0.09,0.11,12.5,0,50.0,16.92,Valor Bajo,0.0,2026-04-15
XFC-00335,5.59,4.84,6.38,75,65.98,30.62,Valor Bajo,295.0,2026-04-15
XFC-00336,18.28,17.29,38.62,75,80.38,45.43,Valor Medio,4113.0,2026-04-15
XFC-00337,2.93,2.73,5.38,0,50.0,17.09,Valor Bajo,0.0,2026-04-15
XFC-00338,2.9,2.61,1.62,0,50.0,16.49,Valor Bajo,0.0,2026-04-15
XFC-00339,1.38,1.19,3.38,0,50.0,16.09,Valor Bajo,0.0,2026-04-15
XFC-00340,0.63,0.56,1.25,0,50.0,15.46,Valor Bajo,0.0,2026-04-15
XFC-00341,0.06,0.0,0.0,25,50.0,17.52,Valor Bajo,0.0,2026-04-15
XFC-00342,27.67,25.1,18.62,0,92.75,42.56,Valor Medio,8073.0,2026-04-15
XFC-00343,0.24,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-00344,2.68,2.18,5.88,0,50.0,16.99,Valor Bajo,0.0,2026-04-15
XFC-00345,21.69,19.68,26.0,75,75.56,43.43,Valor Medio,1217.0,2026-04-15
XFC-00346,1.47,1.25,3.25,0,50.0,16.1,Valor Bajo,0.0,2026-04-15
XFC-00347,23.56,25.32,18.25,25,74.36,38.5,Valor Medio,1202.0,2026-04-15
XFC-00348,7.87,8.46,12.38,50,73.55,32.58,Valor Bajo,787.0,2026-04-15
XFC-00349,10.78,10.09,12.25,25,87.42,35.28,Valor Medio,1522.0,2026-04-15
XFC-00350,4.2,1.84,6.5,0,50.0,17.39,Valor Bajo,0.0,2026-04-15
XFC-00351,0.1,0.0,0.0,0,50.0,15.02,Valor Bajo,0.0,2026-04-15
XFC-00352,0.6,0.5,5.12,0,50.0,16.02,Valor Bajo,0.0,2026-04-15
XFC-00353,4.22,3.53,14.0,0,50.0,18.86,Valor Bajo,0.0,2026-04-15
XFC-00354,1.07,1.0,2.88,0,50.0,15.9,Valor Bajo,0.0,2026-04-15
XFC-00355,3.18,2.6,2.38,0,50.0,16.67,Valor Bajo,0.0,2026-04-15
XFC-00356,0.59,0.0,0.0,0,50.0,15.15,Valor Bajo,0.0,2026-04-15
XFC-00357,12.72,8.86,10.75,25,50.0,24.06,Valor Bajo,0.0,2026-04-15
XFC-00358,1.24,1.12,1.25,0,50.0,15.72,Valor Bajo,0.0,2026-04-15
XFC-00359,1.83,0.87,16.12,0,50.0,18.05,Valor Bajo,0.0,2026-04-15
XFC-00360,10.16,10.8,30.25,100,60.9,37.51,Valor Medio,978.0,2026-04-15
XFC-00361,2.15,1.84,5.75,25,50.0,19.27,Valor Bajo,0.0,2026-04-15
XFC-00362,0.16,0.17,3.62,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-00363,3.04,2.8,5.5,75,50.0,24.64,Valor Bajo,0.0,2026-04-15
XFC-00364,3.46,2.15,9.38,0,50.0,17.7,Valor Bajo,0.0,2026-04-15
XFC-00365,0.17,0.17,1.25,0,50.0,15.26,Valor Bajo,0.0,2026-04-15
XFC-00366,0.56,0.5,9.5,0,50.0,16.66,Valor Bajo,0.0,2026-04-15
XFC-00367,5.88,5.22,12.62,100,79.27,38.19,Valor Medio,1001.0,2026-04-15
XFC-00368,21.31,19.6,21.25,25,85.76,40.66,Valor Medio,2501.0,2026-04-15
XFC-00369,2.19,2.02,2.5,75,50.0,23.83,Valor Bajo,0.0,2026-04-15
XFC-00370,2.02,1.44,4.25,0,50.0,16.43,Valor Bajo,0.0,2026-04-15
XFC-00371,2.71,1.76,4.62,0,50.0,16.72,Valor Bajo,0.0,2026-04-15
XFC-00372,4.43,3.87,7.25,0,50.0,17.97,Valor Bajo,0.0,2026-04-15
XFC-00373,0.63,0.55,1.88,0,50.0,15.55,Valor Bajo,0.0,2026-04-15
XFC-00374,22.06,26.5,20.38,0,84.12,39.11,Valor Medio,3119.0,2026-04-15
XFC-00375,2.85,2.31,4.25,25,50.0,19.31,Valor Bajo,0.0,2026-04-15
XFC-00376,6.98,5.91,8.0,25,50.0,21.63,Valor Bajo,0.0,2026-04-15
XFC-00377,0.02,0.0,0.0,50,50.0,20.0,Valor Bajo,0.0,2026-04-15
XFC-00378,62.42,64.73,41.25,0,60.56,52.91,Valor Medio,1710.0,2026-04-15
XFC-00379,29.16,21.66,29.75,25,84.33,43.88,Valor Medio,2766.0,2026-04-15
XFC-00380,0.36,0.0,0.0,0,50.0,15.09,Valor Bajo,0.0,2026-04-15
XFC-00381,6.58,6.56,9.12,75,76.91,34.9,Valor Bajo,514.0,2026-04-15
XFC-00382,62.52,63.32,33.12,0,71.37,54.67,Valor Medio,2952.0,2026-04-15
XFC-00383,43.61,37.97,28.75,0,90.76,50.04,Valor Medio,6823.0,2026-04-15
XFC-00384,2.13,1.72,1.88,25,50.0,18.66,Valor Bajo,0.0,2026-04-15
XFC-00385,0.22,0.21,2.12,0,50.0,15.42,Valor Bajo,0.0,2026-04-15
XFC-00386,0.13,0.15,0.88,0,50.0,15.19,Valor Bajo,0.0,2026-04-15
XFC-00387,0.41,0.36,4.12,25,50.0,18.29,Valor Bajo,0.0,2026-04-15
XFC-00388,0.79,0.71,1.0,0,50.0,15.49,Valor Bajo,0.0,2026-04-15
XFC-00389,25.12,20.66,25.0,25,81.31,41.06,Valor Medio,1902.0,2026-04-15
XFC-00390,0.88,0.77,2.12,0,50.0,15.69,Valor Bajo,0.0,2026-04-15
XFC-00391,0.22,0.22,1.0,0,50.0,15.25,Valor Bajo,0.0,2026-04-15
XFC-00392,0.63,0.55,2.75,75,50.0,23.18,Valor Bajo,0.0,2026-04-15
XFC-00393,5.35,4.49,9.25,25,50.0,21.12,Valor Bajo,0.0,2026-04-15
XFC-00394,1.42,1.21,3.88,0,50.0,16.18,Valor Bajo,0.0,2026-04-15
XFC-00395,44.49,54.13,24.5,0,90.52,52.78,Valor Medio,6865.0,2026-04-15
XFC-00396,0.51,0.45,3.62,50,50.0,20.76,Valor Bajo,0.0,2026-04-15
XFC-00397,0.04,0.08,0.62,50,50.0,20.12,Valor Bajo,0.0,2026-04-15
XFC-00398,0.28,0.27,5.38,100,50.0,25.93,Valor Bajo,0.0,2026-04-15
XFC-00399,0.84,0.7,6.25,0,50.0,16.29,Valor Bajo,0.0,2026-04-15
XFC-00400,4.38,4.0,5.38,50,50.0,22.7,Valor Bajo,0.0,2026-04-15
XFC-00401,22.23,17.26,37.88,75,45.1,35.72,Valor Medio,535.0,2026-04-15
XFC-00402,3.15,1.16,11.25,0,50.0,17.71,Valor Bajo,0.0,2026-04-15
XFC-00403,0.29,0.26,3.25,0,50.0,15.61,Valor Bajo,0.0,2026-04-15
XFC-00404,22.9,20.81,26.12,75,77.63,44.59,Valor Medio,1423.0,2026-04-15
XFC-00405,3.68,3.04,7.62,0,50.0,17.67,Valor Bajo,0.0,2026-04-15
XFC-00406,8.53,7.06,12.62,50,50.0,25.44,Valor Bajo,0.0,2026-04-15
XFC-00407,0.41,0.37,1.0,25,50.0,17.83,Valor Bajo,0.0,2026-04-15
XFC-00408,42.54,47.43,31.25,50,86.09,55.64,Alto Valor,4863.0,2026-04-15
XFC-00409,8.61,7.06,18.25,50,50.0,26.3,Valor Bajo,0.0,2026-04-15
XFC-00410,1.29,1.16,1.12,0,50.0,15.72,Valor Bajo,0.0,2026-04-15
XFC-00411,2.73,2.39,7.12,0,50.0,17.23,Valor Bajo,0.0,2026-04-15
XFC-00412,20.3,21.19,20.0,50,80.07,41.33,Valor Medio,1619.0,2026-04-15
XFC-00413,16.38,13.13,20.5,0,87.05,35.91,Valor Medio,2180.0,2026-04-15
XFC-00414,22.91,27.05,18.12,25,77.48,39.6,Valor Medio,1423.0,2026-04-15
XFC-00415,7.78,6.58,8.12,0,50.0,19.48,Valor Bajo,0.0,2026-04-15
XFC-00416,0.74,0.63,1.5,0,50.0,15.54,Valor Bajo,0.0,2026-04-15
XFC-00417,23.64,21.38,25.37,25,91.6,43.97,Valor Medio,5389.0,2026-04-15
XFC-00418,57.58,56.55,28.5,0,83.62,55.07,Alto Valor,4919.0,2026-04-15
XFC-00419,2.0,1.73,3.88,0,50.0,16.43,Valor Bajo,0.0,2026-04-15
XFC-00420,0.18,0.19,0.75,0,50.0,15.2,Valor Bajo,0.0,2026-04-15
XFC-00421,0.16,0.17,2.12,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-00422,3.78,3.38,7.88,0,50.0,17.8,Valor Bajo,0.0,2026-04-15
XFC-00423,6.23,5.2,8.38,0,50.0,18.85,Valor Bajo,0.0,2026-04-15
XFC-00424,21.38,18.74,33.62,0,69.98,35.13,Valor Medio,1182.0,2026-04-15
XFC-00425,3.94,2.76,13.75,0,50.0,18.6,Valor Bajo,0.0,2026-04-15
XFC-00426,60.73,58.52,32.62,75,82.64,64.07,Alto Valor,5504.0,2026-04-15
XFC-00427,38.42,41.06,31.75,50,75.94,50.36,Valor Medio,2567.0,2026-04-15
XFC-00428,0.06,0.09,1.0,0,50.0,15.18,Valor Bajo,0.0,2026-04-15
XFC-00429,5.09,4.17,10.75,0,50.0,18.72,Valor Bajo,0.0,2026-04-15
XFC-00430,0.81,0.46,1.62,0,50.0,15.54,Valor Bajo,0.0,2026-04-15
XFC-00431,0.02,0.06,3.12,0,50.0,15.48,Valor Bajo,0.0,2026-04-15
XFC-00432,46.0,48.85,38.88,0,73.45,49.14,Valor Medio,2890.0,2026-04-15
XFC-00433,0.54,0.51,1.75,75,50.0,23.0,Valor Bajo,0.0,2026-04-15
XFC-00434,0.29,0.31,1.5,0,50.0,15.36,Valor Bajo,0.0,2026-04-15
XFC-00435,5.84,4.72,10.88,0,50.0,19.04,Valor Bajo,0.0,2026-04-15
XFC-00436,0.54,0.21,2.88,0,50.0,15.61,Valor Bajo,0.0,2026-04-15
XFC-00437,0.59,0.0,0.0,0,50.0,15.15,Valor Bajo,0.0,2026-04-15
XFC-00438,13.92,14.48,13.25,0,84.43,33.69,Valor Bajo,3440.0,2026-04-15
XFC-00439,0.43,0.39,25.0,50,50.0,23.94,Valor Bajo,0.0,2026-04-15
XFC-00440,52.08,49.34,27.12,50,90.17,59.01,Alto Valor,8240.0,2026-04-15
XFC-00441,2.31,2.18,8.5,0,50.0,17.29,Valor Bajo,0.0,2026-04-15
XFC-00442,2.33,2.17,2.12,0,50.0,16.33,Valor Bajo,0.0,2026-04-15
XFC-00443,0.36,0.06,0.38,50,50.0,20.16,Valor Bajo,0.0,2026-04-15
XFC-00444,3.87,0.0,0.0,25,0.0,3.47,En Riesgo,258.0,2026-04-15
XFC-00445,28.93,28.25,27.25,0,86.09,42.8,Valor Medio,6467.0,2026-04-15
XFC-00446,1.43,0.0,0.0,0,0.0,0.36,En Riesgo,98.0,2026-04-15
XFC-00447,1.66,1.56,12.12,0,50.0,17.55,Valor Bajo,0.0,2026-04-15
XFC-00448,0.5,0.44,4.38,0,50.0,15.87,Valor Bajo,0.0,2026-04-15
XFC-00449,0.15,0.16,1.12,0,50.0,15.24,Valor Bajo,0.0,2026-04-15
XFC-00450,1.64,1.1,7.75,0,50.0,16.79,Valor Bajo,0.0,2026-04-15
XFC-00451,23.74,21.29,29.12,75,76.73,45.08,Valor Medio,1380.0,2026-04-15
XFC-00452,0.38,0.34,5.0,50,50.0,20.91,Valor Bajo,0.0,2026-04-15
XFC-00453,7.13,6.33,20.75,75,50.0,28.66,Valor Bajo,0.0,2026-04-15
XFC-00454,53.35,52.18,33.12,25,76.39,54.16,Valor Medio,3086.0,2026-04-15
XFC-00455,2.99,2.43,6.0,0,50.0,17.13,Valor Bajo,0.0,2026-04-15
XFC-00456,14.51,14.52,11.38,75,71.26,37.12,Valor Medio,653.0,2026-04-15
XFC-00457,17.35,13.91,30.25,25,79.36,37.97,Valor Medio,1883.0,2026-04-15
XFC-00458,13.96,9.88,21.25,25,91.08,38.48,Valor Medio,3646.0,2026-04-15
XFC-00459,5.89,5.11,11.62,0,50.0,19.24,Valor Bajo,0.0,2026-04-15
XFC-00460,40.42,45.41,30.75,50,87.89,55.17,Alto Valor,6648.0,2026-04-15
XFC-00461,12.74,8.39,18.62,0,74.37,29.97,Valor Bajo,1278.0,2026-04-15
XFC-00462,27.95,22.18,35.0,25,87.29,45.36,Valor Medio,4088.0,2026-04-15
XFC-00463,0.51,0.21,12.88,50,50.0,22.1,Valor Bajo,0.0,2026-04-15
XFC-00464,16.85,16.34,28.75,100,81.05,46.11,Valor Medio,2937.0,2026-04-15
XFC-00465,6.76,5.82,10.0,75,50.0,26.85,Valor Bajo,0.0,2026-04-15
XFC-00466,2.05,0.67,2.25,0,50.0,15.98,Valor Bajo,0.0,2026-04-15
XFC-00467,0.08,0.11,0.5,50,50.0,20.12,Valor Bajo,0.0,2026-04-15
XFC-00468,0.19,0.19,1.38,75,50.0,22.79,Valor Bajo,0.0,2026-04-15
XFC-00469,0.29,0.31,2.38,0,50.0,15.49,Valor Bajo,0.0,2026-04-15
XFC-00470,0.33,0.29,2.12,0,50.0,15.46,Valor Bajo,0.0,2026-04-15
XFC-00471,0.69,0.62,4.62,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-00472,24.22,18.24,33.25,25,61.27,35.57,Valor Medio,964.0,2026-04-15
XFC-00473,9.15,7.6,14.37,100,50.0,30.96,Valor Bajo,0.0,2026-04-15
XFC-00474,4.39,2.32,9.62,0,50.0,18.0,Valor Bajo,0.0,2026-04-15
XFC-00475,4.3,4.8,13.88,0,99.15,33.86,Valor Bajo,12207.0,2026-04-15
XFC-00476,0.83,0.77,1.25,0,50.0,15.55,Valor Bajo,0.0,2026-04-15
XFC-00477,40.67,44.02,32.75,50,76.32,51.78,Valor Medio,2699.0,2026-04-15
XFC-00478,11.24,9.19,16.12,0,50.0,22.07,Valor Bajo,0.0,2026-04-15
XFC-00479,0.14,0.15,0.62,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-00480,0.3,0.09,3.25,25,50.0,18.08,Valor Bajo,0.0,2026-04-15
XFC-00481,3.35,2.5,4.38,50,50.0,21.99,Valor Bajo,0.0,2026-04-15
XFC-00482,0.54,0.47,4.88,75,50.0,23.46,Valor Bajo,0.0,2026-04-15
XFC-00483,0.04,0.08,4.38,0,50.0,15.68,Valor Bajo,0.0,2026-04-15
XFC-00484,16.66,14.26,25.0,25,81.36,37.67,Valor Medio,1329.0,2026-04-15
XFC-00485,0.84,0.28,0.75,25,50.0,17.88,Valor Bajo,0.0,2026-04-15
XFC-00486,0.82,0.67,3.75,25,50.0,18.4,Valor Bajo,0.0,2026-04-15
XFC-00487,22.54,21.5,16.62,0,65.08,31.95,Valor Bajo,775.0,2026-04-15
XFC-00488,3.73,3.13,5.5,0,50.0,17.38,Valor Bajo,0.0,2026-04-15
XFC-00489,1.23,1.03,2.25,0,50.0,15.85,Valor Bajo,0.0,2026-04-15
XFC-00490,12.58,11.37,20.38,75,84.62,41.36,Valor Medio,1366.0,2026-04-15
XFC-00491,12.93,11.68,12.75,100,90.87,44.74,Valor Medio,2529.0,2026-04-15
XFC-00492,0.66,0.57,8.12,0,50.0,16.5,Valor Bajo,0.0,2026-04-15
XFC-00493,0.05,0.0,0.0,0,50.0,15.01,Valor Bajo,0.0,2026-04-15
XFC-00494,41.48,47.79,25.0,25,77.97,49.57,Valor Medio,2513.0,2026-04-15
XFC-00495,2.9,1.75,2.75,0,50.0,16.49,Valor Bajo,0.0,2026-04-15
XFC-00496,33.02,30.44,31.75,75,71.02,47.91,Valor Medio,1435.0,2026-04-15
XFC-00497,3.95,2.54,4.12,0,50.0,17.11,Valor Bajo,0.0,2026-04-15
XFC-00498,1.66,1.33,4.5,0,50.0,16.36,Valor Bajo,0.0,2026-04-15
XFC-00499,0.38,0.32,2.38,0,50.0,15.52,Valor Bajo,0.0,2026-04-15
XFC-00500,0.21,0.21,5.25,0,50.0,15.88,Valor Bajo,0.0,2026-04-15
XFC-00501,2.55,2.54,1.25,0,50.0,16.33,Valor Bajo,0.0,2026-04-15
XFC-00502,7.32,4.29,11.0,0,50.0,19.34,Valor Bajo,0.0,2026-04-15
XFC-00503,12.41,10.47,15.12,0,50.0,22.46,Valor Bajo,0.0,2026-04-15
XFC-00504,3.61,3.0,5.38,0,50.0,17.31,Valor Bajo,0.0,2026-04-15
XFC-00505,19.08,21.52,13.12,0,76.62,34.03,Valor Bajo,1178.0,2026-04-15
XFC-00506,0.58,0.51,12.62,0,50.0,17.14,Valor Bajo,0.0,2026-04-15
XFC-00507,6.6,4.58,22.38,0,50.0,20.92,Valor Bajo,0.0,2026-04-15
XFC-00508,37.81,29.27,21.88,25,77.39,44.31,Valor Medio,2656.0,2026-04-15
XFC-00509,23.41,20.57,32.38,0,69.64,35.72,Valor Medio,1522.0,2026-04-15
XFC-00510,17.78,14.66,21.75,25,75.34,35.74,Valor Medio,1111.0,2026-04-15
XFC-00511,0.38,0.39,1.62,25,50.0,17.92,Valor Bajo,0.0,2026-04-15
XFC-00512,0.24,0.23,8.62,0,50.0,16.4,Valor Bajo,0.0,2026-04-15
XFC-00513,2.18,1.88,2.5,0,50.0,16.3,Valor Bajo,0.0,2026-04-15
XFC-00514,11.54,10.5,27.62,75,66.1,36.46,Valor Medio,937.0,2026-04-15
XFC-00515,0.18,0.19,12.5,50,50.0,21.96,Valor Bajo,0.0,2026-04-15
XFC-00516,5.24,3.14,8.88,0,50.0,18.27,Valor Bajo,0.0,2026-04-15
XFC-00517,2.36,1.95,5.25,0,50.0,16.77,Valor Bajo,0.0,2026-04-15
XFC-00518,2.89,2.47,6.12,0,50.0,17.13,Valor Bajo,0.0,2026-04-15
XFC-00519,3.48,2.96,5.5,0,50.0,17.29,Valor Bajo,0.0,2026-04-15
XFC-00520,1.14,0.94,2.25,0,50.0,15.81,Valor Bajo,0.0,2026-04-15
XFC-00521,0.98,0.84,3.12,0,50.0,15.88,Valor Bajo,0.0,2026-04-15
XFC-00522,0.46,0.41,1.75,0,50.0,15.46,Valor Bajo,0.0,2026-04-15
XFC-00523,0.07,0.1,0.5,0,50.0,15.11,Valor Bajo,0.0,2026-04-15
XFC-00524,15.33,11.01,35.0,0,86.7,37.29,Valor Medio,7257.0,2026-04-15
XFC-00525,25.51,22.25,27.0,75,80.72,46.59,Valor Medio,1843.0,2026-04-15
XFC-00526,0.33,0.3,3.12,0,50.0,15.61,Valor Bajo,0.0,2026-04-15
XFC-00527,4.57,3.53,8.38,25,50.0,20.61,Valor Bajo,0.0,2026-04-15
XFC-00528,2.1,1.5,2.62,0,50.0,16.22,Valor Bajo,0.0,2026-04-15
XFC-00529,0.35,0.0,0.0,0,50.0,15.09,Valor Bajo,0.0,2026-04-15
XFC-00530,72.49,79.16,48.75,50,73.76,68.4,Alto Valor,3499.0,2026-04-15
XFC-00531,10.87,9.35,12.62,0,50.0,21.48,Valor Bajo,0.0,2026-04-15
XFC-00532,0.02,0.07,2.0,0,50.0,15.32,Valor Bajo,0.0,2026-04-15
XFC-00533,25.92,22.73,39.25,25,80.62,43.6,Valor Medio,2633.0,2026-04-15
XFC-00534,50.54,51.1,28.12,75,76.67,57.57,Alto Valor,4289.0,2026-04-15
XFC-00535,30.03,34.98,22.5,0,69.86,38.84,Valor Medio,1513.0,2026-04-15
XFC-00536,3.57,0.0,0.0,0,0.0,0.89,En Riesgo,239.0,2026-04-15
XFC-00537,5.04,1.92,17.88,0,50.0,19.33,Valor Bajo,0.0,2026-04-15
XFC-00538,5.67,5.46,6.5,75,50.0,25.98,Valor Bajo,0.0,2026-04-15
XFC-00539,22.95,21.1,19.38,25,82.29,40.05,Valor Medio,2325.0,2026-04-15
XFC-00540,0.91,0.0,0.0,0,50.0,15.23,Valor Bajo,0.0,2026-04-15
XFC-00541,43.16,46.05,39.38,25,85.1,53.94,Valor Medio,4711.0,2026-04-15
XFC-00542,0.19,0.2,1.5,25,50.0,17.81,Valor Bajo,0.0,2026-04-15
XFC-00543,18.97,15.56,21.75,100,75.75,43.84,Valor Medio,1215.0,2026-04-15
XFC-00544,0.18,0.2,1.5,0,50.0,15.31,Valor Bajo,0.0,2026-04-15
XFC-00545,0.3,0.28,4.38,0,50.0,15.79,Valor Bajo,0.0,2026-04-15
XFC-00546,42.46,40.21,32.5,0,88.1,49.96,Valor Medio,5963.0,2026-04-15
XFC-00547,1.3,1.22,8.12,0,50.0,16.79,Valor Bajo,0.0,2026-04-15
XFC-00548,24.83,21.76,27.38,50,63.85,38.82,Valor Medio,1439.0,2026-04-15
XFC-00549,6.93,6.39,14.0,25,74.09,29.84,Valor Bajo,680.0,2026-04-15
XFC-00550,37.0,31.84,45.88,0,64.42,41.83,Valor Medio,1291.0,2026-04-15
XFC-00551,22.3,22.91,20.5,25,79.16,39.48,Valor Medio,2088.0,2026-04-15
XFC-00552,14.48,15.94,11.5,75,78.48,39.58,Valor Medio,1068.0,2026-04-15
XFC-00553,11.23,8.34,12.75,50,50.0,26.39,Valor Bajo,0.0,2026-04-15
XFC-00554,1.37,1.15,4.25,0,50.0,16.21,Valor Bajo,0.0,2026-04-15
XFC-00555,0.16,0.0,0.0,25,50.0,17.54,Valor Bajo,0.0,2026-04-15
XFC-00556,0.73,0.66,1.38,25,50.0,18.02,Valor Bajo,0.0,2026-04-15
XFC-00557,47.15,55.67,29.12,75,67.45,55.02,Alto Valor,1673.0,2026-04-15
XFC-00558,0.8,0.65,3.38,0,50.0,15.84,Valor Bajo,0.0,2026-04-15
XFC-00559,6.98,6.06,8.75,0,50.0,19.27,Valor Bajo,0.0,2026-04-15
XFC-00560,0.29,0.28,2.62,0,50.0,15.52,Valor Bajo,0.0,2026-04-15
XFC-00561,1.6,1.13,1.62,0,50.0,15.87,Valor Bajo,0.0,2026-04-15
XFC-00562,5.81,5.15,4.75,50,50.0,23.2,Valor Bajo,0.0,2026-04-15
XFC-00563,0.03,0.06,2.5,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-00564,17.25,14.99,26.38,25,72.09,35.39,Valor Medio,1089.0,2026-04-15
XFC-00565,0.39,0.0,0.0,0,50.0,15.1,Valor Bajo,0.0,2026-04-15
XFC-00566,27.05,27.73,32.0,50,78.98,45.8,Valor Medio,3029.0,2026-04-15
XFC-00567,20.01,16.75,23.5,25,84.07,39.6,Valor Medio,2262.0,2026-04-15
XFC-00568,29.27,25.06,31.75,50,86.79,48.13,Valor Medio,3124.0,2026-04-15
XFC-00569,30.34,23.91,39.0,0,85.14,43.76,Valor Medio,6122.0,2026-04-15
XFC-00570,0.18,0.2,0.75,0,50.0,15.2,Valor Bajo,0.0,2026-04-15
XFC-00571,0.31,0.29,0.75,0,50.0,15.25,Valor Bajo,0.0,2026-04-15
XFC-00572,0.07,0.09,2.25,0,50.0,15.37,Valor Bajo,0.0,2026-04-15
XFC-00573,9.02,8.6,5.25,25,70.76,28.49,Valor Bajo,537.0,2026-04-15
XFC-00574,3.17,0.0,0.0,25,0.0,3.29,En Riesgo,212.0,2026-04-15
XFC-00575,0.34,0.32,1.75,0,50.0,15.41,Valor Bajo,0.0,2026-04-15
XFC-00576,4.26,3.75,17.0,50,61.19,27.72,Valor Bajo,338.0,2026-04-15
XFC-00577,0.4,0.4,0.88,0,50.0,15.31,Valor Bajo,0.0,2026-04-15
XFC-00578,3.29,2.55,5.88,0,50.0,17.21,Valor Bajo,0.0,2026-04-15
XFC-00579,37.21,41.52,32.88,75,82.59,54.82,Valor Medio,3790.0,2026-04-15
